# Forces        
# CofR          : (5.00000000e-01 5.00000000e-02 0.00000000e+00)
# Time          forces(pressure viscous porous)	moments(pressure viscous porous)
18.25           	((1.49727236e+07 4.90273296e+05 -2.12355023e+07) (-2.01943134e+02 -4.15532605e+01 9.93910714e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.86271035e+06 -8.64282760e+06 9.19743662e+05) (1.14998217e+00 -3.24514678e+00 1.94857796e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
18.5            	((-1.75383896e+07 -4.31605655e+05 2.54641974e+07) (-2.23907220e+02 -4.08387797e+01 4.93104169e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.51369193e+06 1.05122182e+07 -8.09470185e+05) (1.00960088e-01 -1.27801329e+00 2.24381723e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
18.75           	((1.77505604e+07 5.47160763e+05 -2.99587254e+07) (-2.19598763e+02 -3.90248622e+01 1.21901472e-01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.09459397e+06 -1.22248326e+07 1.35084565e+06) (-3.15901955e-01 -3.53756301e+00 2.51096711e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
19              	((-2.01244089e+07 -1.59620655e+06 3.10001791e+07) (-2.37092278e+02 -4.62091270e+01 4.36486081e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.20452976e+06 1.27943815e+07 -1.95390873e+06) (-2.60677355e-01 -1.83698312e+00 2.34785009e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
19.25           	((1.86068006e+07 2.58843170e+06 -3.13406873e+07) (-2.40923501e+02 -4.00460038e+01 -3.84424639e-01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.81395265e+06 -1.27592246e+07 1.92795059e+06) (-4.12209278e-01 -4.08902730e+00 2.31660852e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
19.5            	((-2.09757945e+07 -2.18410973e+06 3.35024538e+07) (-2.56523119e+02 -3.92848197e+01 4.52086754e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.73694447e+06 1.37577445e+07 -1.88292565e+06) (-7.42727281e-01 -2.06810979e+00 2.47704285e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
19.75           	((1.65159629e+07 1.67842654e+06 -3.66628405e+07) (-2.74170977e+02 -4.19105383e+01 -1.66663662e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.96722302e+06 -1.48426052e+07 1.59642744e+06) (-7.86339124e-01 -5.10877004e+00 2.44584994e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
20              	((-2.31570744e+07 -2.10654436e+06 3.39250931e+07) (-3.06824954e+02 -4.50485268e+01 2.63269550e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.27708958e+06 1.40175754e+07 -1.99813891e+06) (3.16336549e-01 -3.59653147e+00 2.39263704e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
20.25           	((1.85421689e+07 1.74269033e+06 -4.14420775e+07) (-3.20940120e+02 -4.60800005e+01 -3.62763441e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.68759693e+06 -1.67337121e+07 1.33003634e+06) (1.04757999e+00 -6.60902657e+00 2.21048004e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
20.5            	((-2.27421504e+07 -1.32918456e+06 4.01904345e+07) (-3.37950798e+02 -4.54757011e+01 2.23873343e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.03513747e+06 1.65816680e+07 -8.88795831e+05) (1.07197803e-01 -4.20934172e+00 2.56946007e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
20.75           	((2.15905594e+07 1.02529583e+06 -4.74401476e+07) (-3.37295238e+02 -4.62545559e+01 -3.62345506e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.68704914e+06 -1.91512184e+07 7.09297853e+05) (1.10329908e-01 -6.92803496e+00 2.51958467e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
21              	((-2.66461416e+07 -9.24903568e+05 4.70261131e+07) (-3.57669803e+02 -4.60157279e+01 3.41037236e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.22408134e+06 1.94104962e+07 -5.28473024e+05) (2.50364163e-01 -3.96697718e+00 2.73944692e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
21.25           	((2.88890119e+07 1.56682843e+06 -5.51761502e+07) (-3.45218532e+02 -4.19088373e+01 -3.18272435e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.19644387e+06 -2.23786536e+07 1.55960030e+06) (-4.00825652e-01 -6.98637165e+00 3.05769611e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
21.5            	((-3.48854217e+07 -1.42761593e+06 6.00828530e+07) (-3.71961075e+02 -4.24462683e+01 5.29411274e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.14275462e+06 2.48297072e+07 -1.84268167e+06) (-5.59811296e-01 -3.35964068e+00 3.09884042e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
21.75           	((3.99594682e+07 5.29594240e+05 -5.78617045e+07) (-3.47732007e+02 -4.50659950e+01 -1.15311857e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.88688598e+06 -2.37074072e+07 1.11012250e+06) (-6.66785197e-01 -6.21727211e+00 2.77543015e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
22              	((-4.09403418e+07 8.52631074e+05 6.27301518e+07) (-3.58278355e+02 -3.86824217e+01 6.50361804e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.19897308e+06 2.57964777e+07 -7.61330511e+05) (-6.21939098e-01 -2.86455961e+00 3.02966554e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
22.25           	((3.81890400e+07 8.28481455e+05 -6.84268236e+07) (-3.62223693e+02 -3.18769001e+01 -2.08488278e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.53597796e+06 -2.78565238e+07 1.18229907e+06) (-1.81800753e+00 -6.94201345e+00 3.17145623e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
22.5            	((-4.27812836e+07 -1.00931073e+06 7.38369638e+07) (-3.84855070e+02 -3.34522044e+01 6.47036603e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.04903670e+06 3.03291081e+07 -1.77608020e+06) (-1.35634615e+00 -3.30650172e+00 3.11488301e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
22.75           	((3.33462497e+07 8.11836691e+05 -7.81950124e+07) (-4.10659361e+02 -3.48616679e+01 -4.14202572e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.93755200e+06 -3.16600918e+07 1.01928235e+06) (-1.61893379e+00 -8.45082351e+00 3.00756295e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
23              	((-3.93633213e+07 -2.94845595e+05 7.94951955e+07) (-4.31586859e+02 -3.26489653e+01 4.73434257e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.79513294e+06 3.26595841e+07 -1.08012029e+06) (-1.22515931e+00 -4.74731205e+00 3.10454440e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
23.25           	((3.43953040e+07 2.79275083e+05 -9.69241903e+07) (-4.40633192e+02 -3.33249682e+01 -6.33338887e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.30866515e+06 -3.93643883e+07 1.39986820e+06) (-1.46992184e+00 -9.98548447e+00 3.21858069e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
23.5            	((-4.28319470e+07 -2.93510221e+06 9.37754081e+07) (-4.66250821e+02 -4.18165180e+01 4.20344363e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.99408143e+06 3.87563897e+07 -2.50470015e+06) (-1.13170587e+00 -5.51928896e+00 3.04150908e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
23.75           	((4.69212228e+07 2.26499546e+06 -8.27153267e+07) (-4.46151850e+02 -4.22929769e+01 -3.34485356e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.54195569e+06 -3.37607326e+07 2.54849863e+06) (-8.10702980e-01 -8.83381967e+00 2.87751199e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
24              	((-5.49326957e+07 -2.05125039e+06 8.73550053e+07) (-4.75646327e+02 -4.30177228e+01 6.76832753e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.72222862e+06 3.59681017e+07 -2.85727401e+06) (-2.95921117e-01 -4.59839962e+00 3.04513765e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
24.25           	((5.25460294e+07 2.94400353e+06 -1.06304006e+08) (-4.77496194e+02 -3.88439111e+01 -5.50736833e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.16872781e+07 -4.32442820e+07 3.94545675e+06) (1.94364465e-01 -1.03096646e+01 3.25771726e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
24.5            	((-6.40975148e+07 -3.84044488e+06 1.15432368e+08) (-5.11754401e+02 -4.22045615e+01 6.72516127e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.17872927e+07 4.76361050e+07 -4.98260257e+06) (-9.05474735e-01 -5.13350066e+00 3.20190617e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
24.75           	((6.62258081e+07 2.35722677e+06 -1.04595439e+08) (-4.97374581e+02 -4.47572661e+01 -3.47912435e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.59227022e+06 -4.26940601e+07 4.26380347e+06) (-9.89516093e-01 -9.73317928e+00 3.02403202e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
25              	((-6.70406381e+07 -2.23467709e+06 1.14208651e+08) (-5.04639472e+02 -4.48960247e+01 7.73705136e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.73056070e+06 4.67256246e+07 -4.26438516e+06) (6.36764419e-02 -4.83002113e+00 3.14050126e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
25.25           	((5.84190793e+07 6.82950424e+06 -1.49488946e+08) (-5.23780656e+02 -3.08554681e+01 -8.59215975e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.66458811e+06 -6.06432952e+07 5.08188149e+06) (-7.64546955e-01 -1.25640299e+01 3.49122616e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
25.5            	((-6.76002188e+07 -8.26384464e+06 1.38013770e+08) (-5.49230768e+02 -3.56167647e+01 4.02887785e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.03344443e+07 5.68709282e+07 -5.18226481e+06) (-1.52917494e+00 -7.15380490e+00 3.61513519e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
25.75           	((5.82338612e+07 1.37661484e+07 -1.29108931e+08) (-5.61715817e+02 -2.14038567e+01 -7.35036242e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.47654415e+06 -5.23085098e+07 5.85359385e+06) (-1.78190675e+00 -1.25200434e+01 3.85047661e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
26              	((-6.68056028e+07 -1.22184035e+07 1.22610236e+08) (-5.85471143e+02 -1.89177897e+01 4.40460921e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.64137331e+06 5.04770010e+07 -3.23924667e+06) (-1.81345634e+00 -7.58901941e+00 4.45465313e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
26.25           	((6.53288225e+07 7.18015466e+06 -1.28217453e+08) (-5.77733129e+02 -2.96438459e+01 -7.13500714e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.72067290e+06 -5.17317129e+07 1.92575695e+06) (-1.35244604e+00 -1.28026611e+01 4.21556453e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
26.5            	((-7.59916709e+07 -5.07496246e+06 1.37535690e+08) (-6.04872202e+02 -2.54144495e+01 6.75704986e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.23116295e+07 5.65241825e+07 -3.00861227e+06) (-2.00813463e+00 -6.84989705e+00 4.11122937e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
26.75           	((7.04955116e+07 2.12065900e+06 -1.49722225e+08) (-6.07309113e+02 -3.06515596e+01 -7.45655339e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.60011931e+07 -6.04892845e+07 2.12578073e+06) (-1.52938134e+00 -1.35977438e+01 3.86562692e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
27              	((-8.35032320e+07 -3.31345317e+06 1.63827210e+08) (-6.36261822e+02 -3.40701496e+01 6.66891660e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40186521e+07 6.73294598e+07 -5.62185459e+06) (-1.30272348e+00 -7.51397934e+00 3.39024683e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
27.25           	((8.19173352e+07 1.94964645e+06 -1.65081868e+08) (-6.29758208e+02 -3.65158225e+01 -6.52531946e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.39552502e+07 -6.69595709e+07 4.97576557e+06) (-1.95379982e+00 -1.37316761e+01 3.21607985e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
27.5            	((-8.72538324e+07 -5.11157435e+06 1.62637242e+08) (-6.45870487e+02 -4.24691711e+01 6.52649030e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.86931907e+06 6.67665729e+07 -4.28401550e+06) (-1.67051484e+00 -8.00372060e+00 3.47348710e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
27.75           	((6.86040931e+07 2.90353167e+06 -1.74383724e+08) (-6.73187228e+02 -4.69018798e+01 -8.04037816e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.23074113e+06 -7.02490170e+07 3.81980072e+06) (-2.71298087e+00 -1.51311809e+01 3.61834011e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
28              	((-8.62216648e+07 -5.31742269e+03 1.85424472e+08) (-7.08581095e+02 -4.08433493e+01 5.77746109e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.36401166e+07 7.62320833e+07 -4.33177473e+06) (-3.06547267e+00 -9.27372716e+00 3.74398357e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
28.25           	((8.51807587e+07 3.50084908e+06 -2.02367396e+08) (-6.99969072e+02 -3.39429262e+01 -8.60491357e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.77951050e+06 -8.19120773e+07 2.75179316e+06) (-3.86406828e+00 -1.60416998e+01 3.35153614e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
28.5            	((-9.99470780e+07 -8.00895636e+06 2.06134586e+08) (-7.28274947e+02 -4.30867901e+01 5.96673652e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.31029177e+07 8.48586958e+07 -6.63997320e+06) (-3.08537567e+00 -9.68475022e+00 2.89336974e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
28.75           	((9.95639201e+07 7.15108001e+06 -2.22825398e+08) (-7.18977779e+02 -4.28527301e+01 -9.45312355e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.60755341e+07 -9.04335626e+07 5.79962969e+06) (-2.47479270e+00 -1.69535603e+01 2.52326478e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
29              	((-1.24622444e+08 -9.37210566e+06 2.29143097e+08) (-7.66722054e+02 -4.90880393e+01 5.36094287e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.79528645e+07 9.46374965e+07 -8.26439288e+06) (-1.79371238e+00 -1.06101811e+01 2.57907914e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
29.25           	((1.31783017e+08 1.33967114e+07 -2.75486487e+08) (-7.48011610e+02 -3.81438415e+01 -1.32132836e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.15113004e+07 -1.12337587e+08 1.23006620e+07) (-2.66564177e+00 -1.92878127e+01 2.98542781e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
29.5            	((-1.50713034e+08 -1.65237796e+07 2.31854386e+08) (-7.84495087e+02 -4.64371744e+01 9.46661185e-01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.32061118e+07 9.62984712e+07 -1.51638453e+07) (-4.47564873e+00 -1.31033689e+01 2.79983646e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
29.75           	((1.31731470e+08 2.60843393e+07 -2.71611736e+08) (-8.01574977e+02 -2.85209742e+01 -1.79679712e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.33781042e+06 -1.10304495e+08 1.60599045e+07) (-6.84215416e+00 -2.21733812e+01 3.06492017e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
30              	((-1.57722655e+08 -2.44778107e+07 2.51992617e+08) (-8.45314699e+02 -3.09586264e+01 -2.07466881e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.39839027e+07 1.04605684e+08 -1.13831157e+07) (-6.33594683e+00 -1.53279044e+01 4.05376288e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
30.25           	((1.40449822e+08 2.21641439e+07 -2.01482397e+08) (-8.49771198e+02 -3.35895763e+01 -1.59940960e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.13664744e+06 -8.14660740e+07 9.92806849e+06) (-7.05485588e+00 -2.19171660e+01 3.82840191e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
30.5            	((-1.57258948e+08 -2.04674586e+07 2.28598956e+08) (-8.76951074e+02 -3.37860757e+01 -1.87263952e-01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.52524989e+07 9.39122903e+07 -9.45349023e+06) (-6.73371460e+00 -1.51446922e+01 3.92905026e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
30.75           	((1.55810330e+08 1.72297791e+07 -2.79963344e+08) (-8.64488382e+02 -3.59566079e+01 -2.01799393e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.35598511e+07 -1.13183470e+08 9.84035007e+06) (-6.01606030e+00 -2.43742329e+01 3.46255600e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
31              	((-1.72957273e+08 -1.29732542e+07 2.73178488e+08) (-8.94007496e+02 -3.11400977e+01 -2.59961992e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.91871018e+07 1.12239901e+08 -8.03255542e+06) (-5.31311418e+00 -1.67828998e+01 3.85199450e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
31.25           	((1.89262158e+08 9.04163897e+06 -2.51329602e+08) (-8.49196006e+02 -3.41794014e+01 -1.91693146e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.75460177e+07 -1.01509573e+08 4.86618274e+06) (-5.50661499e+00 -2.40872125e+01 2.90837720e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
31.5            	((-2.17369923e+08 -4.10632243e+06 3.01818961e+08) (-9.00474440e+02 -2.79032251e+01 1.25500405e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.34117095e+07 1.23583367e+08 -7.77369936e+06) (-4.81360141e+00 -1.53359674e+01 2.86014259e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
31.75           	((1.92643299e+08 9.81678314e+06 -3.49124403e+08) (-9.22467019e+02 -1.64680481e+01 -2.44695453e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.65009734e+07 -1.41093278e+08 1.10142311e+07) (-4.15586309e+00 -2.74511632e+01 3.03513814e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
32              	((-2.31677939e+08 -6.95406627e+06 3.88684285e+08) (-9.79992001e+02 -1.34586827e+01 -4.19325724e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.08623928e+07 1.59802493e+08 -9.00838187e+06) (-4.73946443e+00 -1.89917906e+01 3.70238042e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
32.25           	((1.78765219e+08 2.87246895e+06 -3.91147628e+08) (-1.02827620e+03 -1.93331245e+01 -2.61759940e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.79479573e+07 -1.58036386e+08 6.47054082e+06) (-5.36540630e+00 -2.95397642e+01 3.48084468e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
32.5            	((-2.17690033e+08 1.25780989e+06 4.39370157e+08) (-1.07703909e+03 -1.45810024e+01 -4.80834494e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.29931867e+07 1.80574564e+08 -7.37444016e+06) (-4.29643361e+00 -2.05889328e+01 3.65956994e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
32.75           	((1.90487508e+08 -1.55975859e+06 -4.66566337e+08) (-1.09364765e+03 -1.51077941e+01 -2.81203588e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.07015463e+07 -1.88608490e+08 1.17523587e+07) (-5.04885264e+00 -3.16001197e+01 4.07019604e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
33              	((-2.31602438e+08 3.59839422e+06 4.83978146e+08) (-1.14164011e+03 -1.15365329e+01 -6.71763752e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.83963709e+06 1.99217435e+08 -1.24467344e+07) (-4.37240271e+00 -2.25169898e+01 4.17020564e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
33.25           	((2.29379069e+08 -2.47679377e+07 -4.95847171e+08) (-1.12586619e+03 -3.54684044e+01 -2.84660811e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.46031949e+06 -2.00880920e+08 1.35638895e+07) (-5.10970764e+00 -3.27160229e+01 4.12741490e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
33.5            	((-2.80331892e+08 1.76748404e+07 5.40092300e+08) (-1.18310923e+03 -4.05968842e+01 -5.05740282e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.47120208e+06 2.22793364e+08 -2.20810295e+07) (-3.38889180e+00 -2.26362367e+01 3.50508934e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
33.75           	((2.77736851e+08 -2.35134897e+07 -6.01527749e+08) (-1.16594033e+03 -4.62989916e+01 -3.01849618e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.14574989e+07 -2.44604182e+08 9.94155315e+06) (-4.66516368e+00 -3.45798014e+01 2.10022101e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
34              	((-3.08848094e+08 3.91310185e+07 5.71257350e+08) (-1.21351758e+03 -2.64240554e+01 -7.33611932e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.45682871e+06 2.36287531e+08 2.62612849e+06) (-3.87840436e+00 -2.45480370e+01 3.89357328e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
34.25           	((2.85396096e+08 -6.18531375e+06 -6.01556134e+08) (-1.22026564e+03 5.83592985e+00 -2.97962087e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.98453368e+06 -2.43754080e+08 1.86209997e+07) (-7.55286060e+00 -3.53587605e+01 5.62113395e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
34.5            	((-3.51267239e+08 5.16140038e+06 5.84184511e+08) (-1.29195327e+03 5.22475066e+00 -7.18666705e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.58527153e+07 2.41722935e+08 -1.69045977e+07) (-7.95767140e+00 -2.56898766e+01 5.69914089e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
34.75           	((3.10010340e+08 1.06481260e+07 -6.50151628e+08) (-1.30564410e+03 1.94448291e+01 -3.28225769e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.68689435e+07 -2.62333580e+08 1.37729279e+07) (-8.25482419e+00 -3.80985614e+01 5.15790448e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
35              	((-3.68243792e+08 -1.00040460e+06 6.46566182e+08) (-1.36164494e+03 2.73437318e+01 -1.01426314e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.09172781e+07 2.66914027e+08 -7.15119232e+06) (-8.20267557e+00 -2.83272659e+01 5.85162297e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
35.25           	((4.11684827e+08 -2.50976329e+07 -6.20303214e+08) (-1.29742030e+03 4.44341473e+00 -2.92645444e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.30606874e+07 -2.50588178e+08 -5.59612029e+06) (-9.39718339e+00 -3.68375962e+01 4.35107431e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
35.5            	((-4.35205113e+08 7.51312844e+06 7.59018679e+08) (-1.32992312e+03 -9.56034615e+00 -1.13137581e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.63610073e+06 3.10876469e+08 -2.22664942e+06) (-4.59862917e+00 -2.41261051e+01 3.91166063e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
35.75           	((4.46501301e+08 -1.92333874e+07 -8.37759660e+08) (-1.30029513e+03 -1.77031790e+01 -3.30789235e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.72926751e+07 -3.39666862e+08 5.73651859e+06) (-5.85757458e+00 -3.92357679e+01 3.96710326e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
36              	((-5.45883025e+08 4.43884870e+07 9.20289929e+08) (-1.40300280e+03 9.05952848e+00 -5.92387982e+00) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.21518582e+07 3.79179200e+08 -6.07723919e+06) (-6.28916564e+00 -2.76919068e+01 4.34224369e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
36.25           	((5.87865723e+08 -4.38992101e+07 -8.32032018e+08) (-1.33890905e+03 7.42632674e+00 -3.21509430e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.54307839e+07 -3.40791409e+08 -4.33542508e+06) (-7.44319722e+00 -3.94378060e+01 3.16306779e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
36.5            	((-6.01676946e+08 1.73076063e+07 1.09630396e+09) (-1.35448112e+03 -1.29021398e+01 -3.58364369e-01) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.32258245e+07 4.49021749e+08 -1.71318911e+07) (-4.29166711e+00 -2.51104422e+01 1.72350454e+01) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
